reviews	PR
Small and lightweight. Easy to use! I can read, search the web or check in on social media on this device.	iPhone
Works well enough but is outstanding for the price, just be wary of the operating system you could poetically download an android emulator that would make this a 4/5 instantly	Wired Headphones
This thing is not half bad for the price. Bought it as a gift for my wife and she loves it.	Google Phone
Bought it for my mom,it's going to be easy for her to use.	AAA Batteries (4-pack)
This Tablet is awesome and so Powerful and easy to use	AAA Batteries (4-pack)
Decent and simple tablet that gets the job done.Excellent!	AAA Batteries (4-pack)
The number one aspect of this tablet is the fact that Amazon will stand behind it - for a short while. I am on my 3rd, all of which have been plagued with screen issues. Dead pixels. Everywhere. If you don't have them straight out of the box, great..but, they can develop - and in the great majority of these, they will develop. It is a known issue, and Amazon will (at least for now) replace the tablet at no charge to you. As of now, they have a 'zero dead pixel tolerance policy.' That will likely change (if it hasn't already). As far as operational ability of the tablet, it runs smoothly, and allows for up to a 32gb micro sd card - which I highly recommend, as they are absolutely boiling over with bloatware (if you buy an 8 gig, you'll have about 3.5 available to you). It is a decent tablet for browsing the internet, using as an e-reader (however, the screen isn't as bright as other e-readers), or mp3 player. As they say, you get what you pay for. This is a decent basic option.	AA Batteries (4-pack)
I had a first-generation one and still in good shape. I purchased this new one mainly because of its updated OS 5. It seems also lighter. The performance is quite satisfactory. The SD feature is an important upgraded feature to the previous model. The only drawback is its over-simplified wrapping, even simpler than most low-end smart phones.	Macbook Pro Laptop
It does a lot of things as well as a more expensive tablet so it's strong for the money spent	AAA Batteries (4-pack)
Great tablet for a gift. Does everything it needs to do.	AA Batteries (4-pack)
I bought this for my mother during Mother's Day and I got a $10 off.Overall I paid around $42 for the tablet. Best tablet money can buy. It includes YouTube,Pandora and all the other good apps you get on a normal cell phone. I bought other cheap tablets on the past for a much higher price and less the quality.	ThinkPad Laptop
This is the best entry level tablet for kids. Cheap and with the Amazon free option you can give your kids what they like on your own terms. Also consider getting a protective case with it	Bose SoundSport Headphones
I am amazed at this little tablet! I had, and still have, a Kindle Paper White for 3 years before I dared to try to use it, and after using it I was intrigued by the possibilities.... I joined a public library and began reading books for free. When I had trouble downloading some books because they were EPUB instead of KINDLE, I decided to look into the FIRE. This FIRE cost me $39! Amazing. I don't use a SMART PHONE and normally only find myself online at home or someplace where I drag my laptop like a hotel or at Starbucks. This little number allows me a lot of flexibility. Besides downloading books, I can go online, I can download music from my AMAZON PRIME account for free (music that I don't want to pay for to get onto my IPOD CLASSIC). I can hook up the FIRE to my BOSE speakers and the sound is great! I already watched a PBS TV show on the FIRE while waiting to get an oil-change done on my car at the dealership. I added 64 gigs of memory for about $20, thinking that I might build quite a music library on this little machine. Since the memory is removable, if the tablet gets deep-sixed, no problem transferring the music elsewhere, I think! I have almost figured out how to get the music from the FIRE onto my MAC...but maybe it can't be done ... I don't know. AMAZON doesn't let you download from the PRIME music library to a computer...they only allow the download to tablets and phones. But there must be a way around this...I think it's been fun trying to figure it all out. On the downside, I hate the fact that the screen is not an anti-glare screen to begin with, but I bought something which I think will solve that problem. Don't like the fingerprints ... I'm trying to get used to the notion of a touch-screen. I'm OLD...I don't like change...so adapting is not that easy. But I'm working on it and I would say for the money, even adding the cost of the accessories I purchased, that this was a worthwhile meander into the realm of mobile connectivity. I'm having a lot of fun with it! The tablet DOES subject one to advertising when you open it...but I ignore it. I ignore all advertising everywhere so it's not hard for me to do...it's a well-ingrained habit. If I were forced to look at and read the advertising however, then I would consider a more expensive tablet that is free of advertising. But for the money you have to make allowances for commerce, I guess. I'm an APPLE person so I felt this would be very hard to figure out, but it's pretty intuitive after about 4 hours of making endless mistakes! LOL. I SAID I was old...don't expect to know what you are doing right away if you are essentially a technological idiot. Thing is you CAN figure it out. I don't read instructions so maybe if someone were more willing to have things explained to them it would be a shorter learning curve. But I only learn by trial and error. Have fun! Buy the thing...it's so cheap that if you hate it it's no big loss! The screen adjustments for reading are good...font size, background color, etc. I needed to have something that was easy on the eyes...this works for me!	34in Ultrawide Monitor
